Epoch,Computed Density,JB08 Density,DTM2000 Density,NRLMSISE00 Density,x,y,z,xv,yv,zv,accx,accy,accz
2023-05-04 21:59:57,6.580752571996207e-11,3.793945974946914e-13,6.021622076587065e-13,5.327339465537279e-13,-2240084.230207538,89908.57449090562,-6492857.337194148,7157.218347421738,-703.1383998392299,-2488.704084599757,9.597676522421494e-06,-1.0341199214725094e-06,-3.2382341155212657e-06
2023-05-04 22:00:12,9.502639819331852e-11,3.7799061473223134e-13,5.993434512887284e-13,5.310473596341456e-13,-2132422.4088554694,79349.59541067126,-6529289.532457235,7197.352711215309,-704.6928620834283,-2368.8401590457192,1.4077985734051168e-05,-1.4285081740422756e-06,-4.022431049577335e-06
2023-05-04 22:00:27,-1.5599198935549437e-11,3.76650408965448e-13,5.967111268983102e-13,5.296501372330926e-13,-2024173.4951162492,68768.75580409923,-6563919.0623379955,7235.500428957909,-706.0532009751262,-2248.337573337702,-2.2228225522447076e-06,2.1202773844986034e-07,9.473826807493424e-07
2023-05-04 22:00:42,-2.2242687046803823e-11,3.754201285798961e-13,5.942670672594503e-13,5.285314631135871e-13,-1915367.3768839105,58168.970849684556,-6596736.632744323,7271.651614214117,-707.2190849977178,-2127.2294449849173,-3.2256790301055105e-06,2.920637550835048e-07,1.1828636257149583e-06
2023-05-04 22:00:57,6.820424856296242e-12,3.7430098505320363e-13,5.920162736858696e-13,5.276831766008101e-13,-1806034.001332263,47553.15746004626,-6627733.160558412,7305.796614050396,-708.1902054545433,-2005.5489546649208,1.0565926218397692e-06,-1.614715122166821e-07,-9.487601992930195e-08
2023-05-04 22:01:12,7.618709034612991e-12,3.732917852849915e-13,5.899607786721866e-13,5.270940948907857e-13,-1696203.552754224,36924.23948429921,-6656900.406559644,7337.926709540783,-708.9663449287289,-1883.3295357286613,1.2383877412425193e-06,-1.9024883553264704e-07,1.3933815168343244e-07
2023-05-04 22:01:27,-1.0943278081417537e-13,3.723920167346953e-13,5.881042812373354e-13,5.267543881048917e-13,-1585906.310781437,26285.143053149688,-6684230.498617679,7368.033592126333,-709.547326847474,-1760.6047155161684,3.904790601971797e-08,-1.8355385607293773e-08,2.4525515840423395e-07
2023-05-04 22:01:42,-1.4096229311098849e-12,3.7160017037560206e-13,5.864496889741344e-13,5.266533547105869e-13,-1475172.6992813463,15638.796487173764,-6709716.18906608,7396.109660708628,-709.9330467344956,-1637.4081446504154,-1.8924172651146876e-07,6.30639080539952e-08,1.3098510187603551e-07
2023-05-04 22:01:57,2.2765826427193613e-12,3.7091556825812967e-13,5.850018429746461e-13,5.267820892567239e-13,-1364033.213635008,4988.1288774055,-6733350.558256158,7422.147675422314,-710.123435912069,-1513.7735293376904,3.768036165308075e-07,-4.427799962184592e-08,1.0058159816139778e-07
2023-05-04 22:02:12,2.462143431325212e-12,3.703360189769058e-13,5.837641013885816e-13,5.271303736871935e-13,-1252518.4910421185,-5663.929793158779,-6755127.374146288,7446.14113387373,-710.1184968001828,-1389.734674834611,4.075352824095546e-07,-7.324282814361732e-08,1.3898768891351665e-07
2023-05-04 22:02:27,9.806380472206837e-13,3.6985992233357154e-13,5.827414677153567e-13,5.276897823992223e-13,-1140659.232774082,-16314.4496391296,-6775040.745286443,7468.083893198307,-709.9182651140978,-1265.3254355977685,1.9700336295613852e-07,-3.881151124790483e-08,2.7551664771863216e-07
2023-05-04 22:02:42,8.641838021475805e-13,3.6948411202988354e-13,5.819374388772266e-13,5.284508514575109e-13,-1028486.2545704921,-26960.50205750711,-6793085.454985892,7487.97051117613,-709.5228386524423,-1140.5797638333372,1.527163397962994e-07,-7.16671375231015e-08,1.5786606866186048e-07
2023-05-04 22:02:57,1.16398902692767e-12,3.6920597167355895e-13,5.8135694687313e-13,5.294060921725908e-13,-916030.4245045169,-37599.15961341394,-6809256.625819315,7505.795899305239,-708.9323488679241,-1015.5316607356134,1.9593835531850345e-07,-3.58776555617335e-08,1.2720838071800245e-07
2023-05-04 22:03:12,2.1011328812626252e-12,3.690217289590549e-13,5.810031491980211e-13,5.305471830762617e-13,-803322.7055154378,-48227.498262072986,-6823550.062663737,7521.555683310834,-708.1469997461993,-890.2152257018095,3.5420797905860724e-07,2.454307426041913e-08,2.0140785395028615e-07
2023-05-04 22:03:27,1.2249551314379292e-12,3.6893037151132537e-13,5.80880371552776e-13,5.318681761629772e-13,-690394.1025441819,-58842.596211611715,-6835961.911662788,7535.245851188414,-707.1670313447206,-764.6646036986594,2.139034057657696e-07,-4.5908387646953486e-09,2.3242431090864102e-07
2023-05-04 22:03:42,4.393116562359715e-13,3.689384369360984e-13,5.809909409135414e-13,5.333630495125239e-13,-577275.6936721482,-69441.53729167562,-6846489.001724207,7546.863125787525,-705.9927554751811,-638.9140237680651,1.0150890605853391e-07,1.2019204020941032e-08,3.83579052964933e-07
2023-05-04 22:03:57,6.859764802104156e-13,3.69089603238189e-13,5.813380929918129e-13,5.350295858090775e-13,-463998.5879154256,-80021.40859780498,-6855128.504112684,7556.404600735349,-704.6245167406474,-512.9977453529546,1.1667184685038023e-07,-3.651969887608075e-08,2.012497031245175e-07
2023-05-04 22:04:12,3.8880609094528546e-13,3.6959041600902913e-13,5.819228115036061e-13,5.368681394826207e-13,-350593.94488839386,-90579.30466760125,-6861878.276756628,7563.8681179155765,-703.0627191554394,-386.9500654251912,5.9425946719038336e-08,-6.197136991070717e-08,9.59820543044998e-08
2023-05-04 22:04:27,1.0824080164184373e-12,3.7159097489362166e-13,5.827467544059518e-13,5.388844587844519e-13,-237092.94388218282,-101112.32424005664,-6866736.520601688,7569.251888054239,-701.3077967152678,-260.8052924293552,1.7362210508187204e-07,-9.369678088955169e-10,1.7165377386163527e-07
2023-05-04 22:04:42,1.5150694633272473e-12,3.7855820962846187e-13,5.838091412237315e-13,5.410317802645071e-13,-123526.79229663344,-111617.57541766526,-6869702.121998762,7572.55484899019,-699.3602439301607,-134.59774317195945,2.344555098399148e-07,-4.4596411091779586e-08,2.130730401006531e-07
2023-05-04 22:04:57,6.797656977511321e-13,3.7374849425304283e-13,5.851096766617607e-13,5.428075519318155e-13,-9926.706383409006,-122092.17135052849,-6870774.310484765,7573.776302362666,-697.2205887646147,-8.361738104492977,1.0369540337680505e-07,-1.8452323446993546e-08,2.5953897875297116e-07
2023-05-04 22:05:12,4.813562051289934e-13,3.7737257094521144e-13,5.866454528073563e-13,5.447188885286421e-13,103676.09030724815,-132533.23601567466,-6869953.00293542,7572.916277899522,-694.8894324866936,117.8683961035865,7.058262779802149e-08,5.976047073863455e-09,2.7504215083240524e-07
2023-05-04 22:05:27,5.835672525959317e-13,3.7982168527870684e-13,5.884139171352783e-13,5.472197472351608e-13,217250.37634387185,-142937.89969719437,-6867238.459474206,7569.975172351936,-692.367413542548,244.0583356040185,8.328951828229236e-08,-1.2339409077855024e-08,1.8312284311150506e-07
2023-05-04 22:05:42,6.45722003535386e-13,3.8051810532752857e-13,5.904098159522573e-13,5.49858415557989e-13,330764.94606867974,-153303.30708049994,-6862631.625876849,7564.954122475634,-689.6552457871112,370.1737740513004,9.243195314700969e-08,1.946949917952523e-08,1.9132055228965328e-07
2023-05-04 22:05:57,5.522241736777561e-13,3.804808300598764e-13,5.926281927560245e-13,5.525879440343066e-13,444188.60709427105,-163626.61010319018,-6856133.790773902,7557.854634885311,-686.7536784647532,496.1804203927154,7.230341458885903e-08,-9.579357140854228e-09,1.8899913278858094e-07
2023-05-04 22:06:12,8.026531111134159e-13,3.801459257483205e-13,5.950613478857095e-13,5.55410339638706e-13,557490.2043410875,-173904.97531028817,-6847746.9285629885,7548.67895562693,-683.6635269688035,622.044027243931,1.005140980447905e-07,-2.2595885662557436e-08,2.668591285726052e-07
2023-05-04 22:06:27,7.113593059124214e-13,3.797026142775438e-13,5.977018952234241e-13,5.583288990153e-13,670638.607036023,-184135.57750825747,-6837473.356031084,7537.429701458843,-680.3856389049056,747.7303764511386,8.814534324663725e-08,-1.8444375693427162e-08,2.093915920653444e-07
2023-05-04 22:06:42,-9.220581679773268e-14,3.7924153533432103e-13,6.005397453804973e-13,5.61343320591515e-13,783602.7443239391,-194315.60994189934,-6825316.073755527,7524.110232557632,-676.9209245789986,873.2053231142382,-5.268311853434682e-08,-3.666502629284807e-08,2.9812801116690935e-07
2023-05-04 22:06:57,1.7732920620951986e-13,3.7881174119839007e-13,6.035652185810931e-13,5.644536443124527e-13,896351.5807879579,-204442.2752681846,-6811278.423481952,7508.724277175613,-673.2703267797264,998.4347694702323,5.564644300903865e-10,-9.772567782784236e-09,1.9589950106535525e-07
2023-05-04 22:07:12,-2.2379252659272942e-13,3.784405166888115e-13,6.067660434386503e-13,5.676578999283559e-13,1008854.1628462786,-214512.79535442457,-6795364.427838836,7491.276292449694,-669.4348555262599,1123.3847330508172,-4.5940589110671226e-08,-1.6955082282610334e-08,6.17164026550654e-08
2023-05-04 22:07:27,4.287434167650726e-13,3.781452701844847e-13,6.101305282317885e-13,5.709554426452328e-13,1121079.5831903114,-224524.40218126454,-6777578.448871695,7471.7710931231095,-665.4155551316464,1248.02129234374,3.847684260094297e-08,-3.2952503614680495e-08,1.5436662970103043e-07
2023-05-04 22:07:42,1.097043595030402e-12,3.7793615352855353e-13,6.136445683063919e-13,5.74344110031947e-13,1232997.0377692343,-234474.34897234477,-6757925.525411388,7450.2141954797125,-661.213539853906,1372.3106543662514,1.4190791897128463e-07,-1.1432168545155719e-08,1.6189463813987004e-07
2023-05-04 22:07:57,3.884232658071164e-13,3.778206699530157e-13,6.172948684203691e-13,5.778233093908127e-13,1344575.7795007757,-244359.9003641334,-6736411.0339532,7426.611467727927,-656.8299579300617,1496.2190896974446,1.9994429445446826e-08,-1.7858336975873357e-08,1.9654376970379417e-07
2023-05-04 22:08:12,3.321739903167013e-14,3.7780292924292055e-13,6.210659332122319e-13,5.81391007222112e-13,1455785.1859190993,-254178.34540141496,-6713041.0248647835,7400.969484233823,-652.2660235681772,1619.7129946342702,-5.622732923704632e-08,2.1212477607779334e-08,2.877822833369237e-07
2023-05-04 22:08:27,-1.6775630134724257e-13,3.778865841873209e-13,6.249433547020297e-13,5.850467686705467e-13,1566594.7020852824,-263926.98537325696,-6687821.884208969,7373.295174677278,-647.5229816601332,1742.7588359478418,-6.542992903035838e-08,-1.968742069369256e-08,1.5555090726593335e-07
2023-05-04 22:08:42,-3.1425506699930616e-13,3.7807320325788634e-13,6.289107887842911e-13,5.887886850868242e-13,1676973.9185516245,-273603.14613754256,-6660760.66695693,7343.596183835733,-642.6021338620519,1865.3232365880554,-6.932223328703913e-08,-8.399300532868637e-08,4.584327406575994e-08
2023-05-04 22:08:57,2.867377171168521e-13,3.7836470744984866e-13,6.329532911449281e-13,5.926164046896346e-13,1786892.504022235,-283204.16672303225,-6631864.761297293,7311.880510334018,-637.5048107194216,1987.3729031715952,1.787563075339449e-08,-3.5336812420627695e-08,9.192580030514819e-08
2023-05-04 22:09:12,8.682577251728399e-13,3.787614488135483e-13,6.370542558699451e-13,5.9652801241925e-13,1896320.29431724,-292727.41427317896,-6601142.219380143,7278.156853088901,-632.2324015709574,2108.8747208035043,8.91842142358712e-08,5.961869165016509e-09,1.7681882980014052e-07
2023-05-04 22:09:27,4.063903376736824e-14,3.792644739998223e-13,6.411987997621128e-13,6.005230758819885e-13,2005227.2140794902,-302170.27003069606,-6568601.424096237,7242.434262087333,-626.7863263281284,2229.795667009456,-4.141625487008582e-08,3.819910165958618e-09,1.5630724448101319e-07
2023-05-04 22:09:42,-4.081536651833243e-13,3.79873485727849e-13,6.45370650398814e-13,6.04599485338435e-13,2113583.376126724,-311530.1435206457,-6534251.417337557,7204.722491304994,-621.1680684001919,2350.102910509288,-1.213188376425478e-07,3.3158328305304963e-09,1.680531180880962e-07
2023-05-04 22:09:57,-9.039555106463417e-14,3.805890437371657e-13,6.49555578511022e-13,6.087565307700886e-13,2221358.992568292,-320804.45913963154,-6498101.568764776,7165.031646357454,-615.3791413035342,2469.7637236626665,-4.192424585269805e-08,-2.8592983314368325e-08,7.121526035547276e-08
2023-05-04 22:10:12,-1.330420067958083e-13,3.814104757251152e-13,6.537382332171766e-13,6.129917140384175e-13,2328524.484505117,-329990.67248807335,-6460161.900112066,7123.372535431043,-609.4211154852719,2588.7456021944363,-3.563299166842171e-08,-4.63205679368528e-08,2.6663428798201494e-08
2023-05-04 22:10:27,1.386905345043299e-13,3.8233805038678267e-13,6.579056057077003e-13,6.173038548145735e-13,2435050.382772525,-339086.25508661167,-6420442.757513418,7079.756313323278,-603.295590245503,2707.0161578511065,-1.0209055378851417e-08,-1.7858792222824604e-09,8.618543123617428e-08
2023-05-04 22:10:42,3.448301398101055e-13,3.833708540583064e-13,6.620437919317611e-13,6.216898673340488e-13,2540907.4481519,-348088.7109329533,-6378955.13262859,7034.1948187057005,-597.0042233655238,2824.543243100663,8.4217579576773e-09,-1.0872764133473822e-08,1.197644587946911e-07
2023-05-04 22:10:57,-3.563827563738008e-14,3.8450896002769437e-13,6.661414902624238e-13,6.261479105253756e-13,2646066.5615262096,-356995.5607652626,-6335710.337980124,6986.700231494917,-590.548703119399,2941.294833529728,-5.0997352118997696e-08,-1.0406185357858533e-08,1.0445866482911015e-07
2023-05-04 22:11:12,-1.793649598414847e-13,3.857512830089573e-13,6.701866899129241e-13,6.306741363577083e-13,2750498.854238702,-365804.35980646685,-6290720.324015921,6937.285412713822,-583.9307812710746,3057.2391564779746,-6.450123635204363e-08,2.3679404548282434e-09,7.761425102614794e-08
